tourney_name,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,round,minutes,w_ace,w_df,w_svpt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_saved,w_bp_faced,l_ace,l_df,l_svpt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_saved,l_bp_faced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Australian Open,2014-01-13,105777,22,NA,Grigor Dimitrov,R,188,BUL,22.6,105683,11,NA,Milos Raonic,R,196,CAN,23,6-3 3-6 6-4 7-6(10),R32,156,15,5,110,67,56,32,20,2,3,21,5,125,74,55,30,20,2,4,22,1460,11,2860
Australian Open,2014-01-13,105138,NA,NA,Roberto Bautista Agut,R,183,ESP,25.7,105332,27,NA,Benoit Paire,R,196,FRA,24.6,6-2 6-1 6-4,R32,90,4,1,78,65,46,7,13,5,7,14,3,83,48,30,10,12,13,20,62,750,28,1300
Australian Open,2014-01-13,104918,4,NA,Andy Murray,R,190,GBR,26.6,103852,26,NA,Feliciano Lopez,L,188,ESP,32.3,7-6(2) 6-4 6-2,R32,135,6,2,91,58,50,16,15,0,1,8,7,99,57,40,19,15,7,11,4,5560,27,1310
Australian Open,2014-01-13,103565,NA,LL,Stephane Robert,R,185,FRA,33.6,105373,NA,LL,Martin Klizan,L,190,SVK,24.5,6-0 7-6(2) 6-4,R32,105,7,5,87,63,54,11,14,3,3,6,4,93,49,32,21,14,6,10,119,479,106,518
Australian Open,2014-01-13,104542,10,NA,Jo-Wilfried Tsonga,R,188,FRA,28.7,104468,18,NA,Gilles Simon,R,183,FRA,29,7-6(5) 6-4 6-2,R32,113,17,0,92,60,48,21,15,3,3,7,3,81,43,34,22,15,3,6,10,3065,19,1790
Australian Open,2014-01-13,103819,6,NA,Roger Federer,R,185,SUI,32.4,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,28.6,6-2 6-2 6-3,R32,101,6,1,73,45,39,16,13,5,5,3,5,91,63,38,10,12,9,14,6,4355,79,651
Australian Open,2014-01-13,104607,7,NA,Tomas Berdych,R,196,CZE,28.3,106000,NA,Q,Damir Dzumhur,R,172,BIH,21.6,6-4 6-2 6-2,R32,105,13,1,72,41,37,19,13,2,2,5,6,79,35,25,17,13,4,9,7,4180,188,272
Australian Open,2014-01-13,104731,19,NA,Kevin Anderson,R,203,RSA,27.6,104273,NA,NA,Edouard Roger Vasselin,R,188,FRA,30.1,3-6 4-6 6-3 7-6(5) 7-5,R32,234,27,6,151,101,77,26,26,4,7,8,4,175,129,93,21,26,9,12,21,1580,40,1038
Australian Open,2014-01-13,104252,NA,NA,Florian Mayer,R,190,GER,30.2,105668,20,NA,Jerzy Janowicz,R,203,POL,23.1,7-5 6-2 6-2,R32,98,17,0,68,45,41,16,14,1,1,3,7,93,48,34,18,14,6,11,37,1110,20,1615
Australian Open,2014-01-13,103970,3,NA,David Ferrer,R,175,ESP,31.7,104871,29,NA,Jeremy Chardy,R,188,FRA,26.9,6-2 7-6(5) 6-2,R32,132,2,1,87,63,44,17,14,2,3,9,8,111,64,44,17,14,6,11,3,5640,31,1255
Australian Open,2014-01-13,104527,8,NA,Stan Wawrinka,R,183,SUI,28.7,105577,28,NA,Vasek Pospisil,R,193,CAN,23.5,W/O,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3890,30,1289
Australian Open,2014-01-13,103990,17,NA,Tommy Robredo,R,180,ESP,31.7,104755,9,NA,Richard Gasquet,R,185,FRA,27.5,2-6 7-5 6-4 7-6(6),R32,199,16,3,139,90,70,21,21,6,9,3,5,138,86,62,27,21,4,7,18,1810,9,3140
Australian Open,2014-01-13,104926,15,NA,Fabio Fognini,R,178,ITA,26.6,105023,NA,NA,Sam Querrey,R,198,USA,26.2,7-5 6-4 6-4,R32,115,9,3,91,54,40,27,16,3,4,10,1,103,65,43,19,16,6,10,16,1930,51,915
Australian Open,2014-01-13,104925,2,NA,Novak Djokovic,R,188,SRB,26.6,104797,NA,NA,Denis Istomin,R,188,UZB,27.3,6-3 6-3 7-5,R32,119,6,1,78,48,37,21,15,0,1,5,1,86,57,41,10,15,3,8,2,12260,49,945
Australian Open,2014-01-13,104745,1,NA,Rafael Nadal,L,185,ESP,27.6,105453,16,NA,Kei Nishikori,R,178,JPN,24,7-6(3) 7-5 7-6(3),R16,197,12,1,124,88,67,14,18,6,10,3,1,115,76,51,16,18,3,8,1,13130,17,1915
Australian Open,2014-01-13,105777,22,NA,Grigor Dimitrov,R,188,BUL,22.6,105138,NA,NA,Roberto Bautista Agut,R,183,ESP,25.7,6-3 3-6 6-2 6-4,R16,144,11,3,112,67,57,21,18,4,5,5,1,102,65,44,22,18,1,5,22,1460,62,750
Australian Open,2014-01-13,104918,4,NA,Andy Murray,R,190,GBR,26.6,103565,NA,LL,Stephane Robert,R,185,FRA,33.6,6-1 6-2 6-7(6) 6-2,R16,162,7,3,126,77,58,26,18,5,6,3,8,114,59,40,21,17,7,14,4,5560,119,479
Australian Open,2014-01-13,103819,6,NA,Roger Federer,R,185,SUI,32.4,104542,10,NA,Jo-Wilfried Tsonga,R,188,FRA,28.7,6-3 7-5 6-4,R16,112,7,1,84,48,42,25,16,1,1,8,1,88,46,32,23,15,4,7,6,4355,10,3065
Australian Open,2014-01-13,104607,7,NA,Tomas Berdych,R,196,CZE,28.3,104731,19,NA,Kevin Anderson,R,203,RSA,27.6,6-2 6-2 6-3,R16,118,7,3,71,37,33,21,13,0,0,17,1,87,62,39,10,12,12,17,7,4180,21,1580
Australian Open,2014-01-13,103970,3,NA,David Ferrer,R,175,ESP,31.7,104252,NA,NA,Florian Mayer,R,190,GER,30.2,6-7(5) 7-5 6-2 6-1,R16,175,3,1,118,76,56,23,19,8,11,4,3,153,94,52,27,20,10,19,3,5640,37,1110
Australian Open,2014-01-13,104527,8,NA,Stan Wawrinka,R,183,SUI,28.7,103990,17,NA,Tommy Robredo,R,180,ESP,31.7,6-3 7-6(3) 7-6(5),R16,143,14,3,107,62,54,24,17,3,4,1,0,107,76,53,14,16,3,5,8,3890,18,1810
Australian Open,2014-01-13,104925,2,NA,Novak Djokovic,R,188,SRB,26.6,104926,15,NA,Fabio Fognini,R,178,ITA,26.6,6-3 6-0 6-2,R16,93,8,2,60,43,38,12,12,0,0,3,7,91,54,32,13,11,16,22,2,12260,16,1930
Australian Open,2014-01-13,104745,1,NA,Rafael Nadal,L,185,ESP,27.6,105777,22,NA,Grigor Dimitrov,R,188,BUL,22.6,3-6 7-6(3) 7-6(7) 6-2,QF,217,3,7,124,91,66,22,20,3,6,18,5,155,90,64,32,21,7,11,1,13130,22,1460
Australian Open,2014-01-13,103819,6,NA,Roger Federer,R,185,SUI,32.4,104918,4,NA,Andy Murray,R,190,GBR,26.6,6-3 6-4 6-7(6) 6-3,QF,200,10,0,122,78,60,29,21,1,2,9,1,146,89,60,28,19,13,17,6,4355,4,5560
Australian Open,2014-01-13,104607,7,NA,Tomas Berdych,R,196,CZE,28.3,103970,3,NA,David Ferrer,R,175,ESP,31.7,6-1 6-4 2-6 6-4,QF,184,10,4,129,67,52,27,18,9,12,2,1,118,72,46,23,17,8,13,7,4180,3,5640
Australian Open,2014-01-13,104527,8,NA,Stan Wawrinka,R,183,SUI,28.7,104925,2,NA,Novak Djokovic,R,188,SRB,26.6,2-6 6-4 6-2 3-6 9-7,QF,240,17,5,170,98,71,36,25,3,7,7,1,144,105,75,23,26,5,10,8,3890,2,12260
Australian Open,2014-01-13,104745,1,NA,Rafael Nadal,L,185,ESP,27.6,103819,6,NA,Roger Federer,R,185,SUI,32.4,7-6(4) 6-3 6-3,SF,144,3,1,86,56,41,22,15,1,2,8,1,105,69,45,18,15,10,14,1,13130,6,4355
Australian Open,2014-01-13,104527,8,NA,Stan Wawrinka,R,183,SUI,28.7,104607,7,NA,Tomas Berdych,R,196,CZE,28.3,6-3 6-7(1) 7-6(3) 7-6(4),SF,211,18,4,145,88,72,32,23,1,1,21,7,140,87,71,30,22,3,4,8,3890,7,4180
Australian Open,2014-01-13,104527,8,NA,Stan Wawrinka,R,183,SUI,28.7,104745,1,NA,Rafael Nadal,L,185,ESP,27.6,6-3 6-2 3-6 6-3,F,141,19,2,96,53,46,22,18,4,6,1,3,108,84,50,10,17,10,15,8,3890,1,13130
Roland Garros,2014-05-26,104745,1,NA,Rafael Nadal,L,185,ESP,27.9,104068,NA,WC,Robby Ginepri,R,183,USA,31.6,6-0 6-3 6-0,R128,102,1,0,52,30,26,15,10,1,1,2,4,86,59,25,11,11,11,19,1,12500,279,169
Roland Garros,2014-05-26,106233,NA,NA,Dominic Thiem,R,185,AUT,20.7,103908,NA,WC,Paul Henri Mathieu,R,185,FRA,32.3,6-4 7-6(3) 6-2,R128,128,4,5,90,42,33,28,15,3,5,2,4,85,53,31,19,15,4,9,57,812,90,611
Roland Garros,2014-05-26,104919,NA,NA,Leonardo Mayer,R,188,ARG,27,105902,NA,Q,James Duckworth,R,183,AUS,22.3,5-7 6-2 6-4 7-6(2),R128,158,14,7,107,67,62,21,21,1,3,5,0,128,83,57,27,21,2,6,65,733,165,331
Roland Garros,2014-05-26,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,29,105577,30,NA,Vasek Pospisil,R,193,CAN,23.9,6-4 6-2 6-3,R128,100,1,1,69,42,32,18,13,1,2,6,3,91,57,34,14,14,9,15,58,798,31,1170
Roland Garros,2014-05-26,106058,NA,NA,Jack Sock,R,185,USA,21.6,104597,21,NA,Nicolas Almagro,R,183,ESP,28.7,5-0 RET,R128,21,1,0,10,4,3,5,2,0,0,0,2,17,8,2,3,3,1,4,75,678,22,1620
Roland Garros,2014-05-26,105449,NA,NA,Steve Johnson,R,188,USA,24.4,106362,NA,Q,Laurent Lokoli,R,188,FRA,19.6,4-6 6-7(7) 7-6(3) 6-3 6-3,R128,237,5,3,180,88,56,58,26,11,16,18,10,164,80,58,43,26,7,14,64,748,406,104
Roland Garros,2014-05-26,105583,NA,NA,Dusan Lajovic,R,180,SRB,23.9,105643,NA,NA,Federico Delbonis,L,190,ARG,23.6,6-3 6-2 6-3,R128,111,2,1,77,45,39,19,13,2,2,2,1,85,52,34,13,13,3,8,83,632,34,1138
Roland Garros,2014-05-26,105132,NA,NA,Jurgen Zopp,R,190,EST,26.1,103163,16,NA,Tommy Haas,R,188,GER,36.1,2-5 RET,R128,27,2,0,21,11,8,5,3,0,1,4,0,18,12,11,5,4,0,0,335,133,18,2005
Roland Garros,2014-05-26,103333,NA,NA,Ivo Karlovic,R,208,CRO,35.2,105777,11,NA,Grigor Dimitrov,R,188,BUL,23,6-4 7-5 7-6(4),R128,118,22,2,95,60,53,23,17,1,1,11,6,100,59,45,24,17,2,4,37,1097,12,2515
Roland Garros,2014-05-26,104890,NA,Q,Andreas Haider Maurer,R,190,AUT,27.1,104978,NA,NA,Daniel Brands,R,196,GER,26.8,4-6 4-6 6-2 6-3 6-4,R128,168,14,9,137,77,61,30,24,2,6,12,6,144,98,65,23,23,12,18,104,553,131,430
Roland Garros,2014-05-26,105678,NA,WC,Axel Michon,L,176,FRA,23.4,105614,NA,NA,Bradley Klahn,L,190,USA,23.7,6-1 6-7(4) 5-7 6-1 6-4,R128,226,3,1,141,105,57,20,23,11,20,3,8,187,119,63,22,25,16,31,206,238,71,705
Roland Garros,2014-05-26,104731,19,NA,Kevin Anderson,R,203,RSA,28,103565,NA,NA,Stephane Robert,R,185,FRA,34,7-5 6-3 6-4,R128,110,11,5,83,51,45,19,16,1,2,3,3,104,50,33,30,15,14,18,20,1710,74,695
Roland Garros,2014-05-26,104312,32,NA,Andreas Seppi,R,190,ITA,30.2,105053,NA,NA,Santiago Giraldo,R,188,COL,26.4,6-3 7-5 6-3,R128,111,8,1,85,46,33,26,15,1,3,3,1,101,69,41,14,15,11,17,33,1150,35,1118
Roland Garros,2014-05-26,104338,NA,NA,Juan Monaco,R,185,ARG,30.1,106298,NA,WC,Lucas Pouille,R,185,FRA,20.2,6-3 6-1 6-4,R128,100,0,3,79,60,39,9,13,8,12,2,0,78,54,27,8,13,4,13,76,675,190,268
Roland Garros,2014-05-26,104620,NA,Q,Simone Bolelli,R,183,ITA,28.6,105063,NA,Q,Andrea Arnaboldi,L,180,ITA,26.4,6-4 6-4 6-2,R128,124,3,2,99,68,47,18,14,5,6,7,1,83,57,35,13,14,5,10,150,385,173,307
Roland Garros,2014-05-26,103970,5,NA,David Ferrer,R,175,ESP,32.1,104997,NA,NA,Igor Sijsling,R,190,NED,26.7,6-4 6-3 6-1,R128,100,1,1,77,48,33,22,13,1,2,3,3,88,56,32,15,13,4,10,5,5030,55,840
Roland Garros,2014-05-26,104198,NA,NA,Guillermo Garcia Lopez,R,188,ESP,30.9,104527,3,NA,Stan Wawrinka,R,183,SUI,29.1,6-4 5-7 6-2 6-0,R128,143,2,5,113,56,42,29,18,4,7,5,1,98,56,30,23,18,4,12,41,1063,3,5830
Roland Garros,2014-05-26,105173,NA,NA,Adrian Mannarino,L,183,FRA,25.9,104229,NA,NA,Yen Hsun Lu,R,180,TPE,30.7,6-2 6-1 6-1,R128,74,6,1,62,38,29,18,11,0,0,1,5,61,37,23,5,11,3,10,89,612,48,968
Roland Garros,2014-05-26,105385,NA,NA,Donald Young,L,183,USA,24.8,104534,NA,NA,Dudi Sela,R,175,ISR,29.1,6-1 2-6 6-1 6-0,R128,134,3,4,103,69,46,19,14,4,6,0,8,112,76,41,15,14,10,18,79,647,110,531
Roland Garros,2014-05-26,103852,26,NA,Feliciano Lopez,L,188,ESP,32.6,106000,NA,Q,Damir Dzumhur,R,172,BIH,22,6-3 7-6(8) 6-3,R128,153,8,1,115,71,52,26,16,6,7,1,0,96,61,41,20,14,6,9,27,1395,129,431
Roland Garros,2014-05-26,104792,23,NA,Gael Monfils,R,193,FRA,27.7,103812,NA,NA,Victor Hanescu,R,198,ROU,32.8,6-2 4-6 6-4 6-2,R128,151,10,4,114,69,47,24,18,8,12,1,2,114,85,50,10,18,9,17,28,1390,85,626
Roland Garros,2014-05-26,105526,NA,NA,Jan Lennard Struff,R,193,GER,24,105874,NA,WC,Albano Olivetti,R,203,FRA,22.5,6-1 6-4 6-4,R128,101,8,1,81,47,38,22,14,4,4,14,6,80,43,34,13,13,3,7,62,753,161,340
Roland Garros,2014-05-26,105064,NA,NA,Thomaz Bellucci,L,188,BRA,26.4,103794,NA,NA,Benjamin Becker,R,178,GER,32.9,6-2 6-4 3-6 4-6 6-2,R128,175,15,3,121,65,47,33,22,3,7,8,5,148,75,54,33,23,5,12,108,540,69,713
Roland Garros,2014-05-26,104926,14,NA,Fabio Fognini,R,178,ITA,27,104676,NA,Q,Andreas Beck,L,190,GER,28.3,6-4 6-4 6-1,R128,101,7,4,81,46,36,16,13,0,2,1,4,87,56,29,15,14,7,14,15,2155,123,455
Roland Garros,2014-05-26,104755,12,NA,Richard Gasquet,R,185,FRA,27.9,106071,NA,NA,Bernard Tomic,R,193,AUS,21.5,6-2 6-1 7-5,R128,97,6,0,78,45,38,18,14,0,1,4,1,82,55,31,12,13,7,13,13,2445,80,646
Roland Garros,2014-05-26,104122,NA,NA,Carlos Berlocq,R,183,ARG,31.3,103720,NA,NA,Lleyton Hewitt,R,180,AUS,33.2,3-6 6-2 6-1 6-4,R128,188,1,1,131,104,72,8,17,11,13,3,7,112,58,38,25,17,10,16,47,975,46,1030
Roland Garros,2014-05-26,104655,NA,NA,Pablo Cuevas,R,180,URU,28.3,105051,NA,NA,Matthew Ebden,R,188,AUS,26.4,6-1 6-2 6-3,R128,80,5,1,63,44,37,9,12,0,1,5,2,72,38,24,9,12,6,13,136,416,73,700
Roland Garros,2014-05-26,104269,24,NA,Fernando Verdasco,L,188,ESP,30.5,103566,NA,WC,Michael Llodra,L,190,FRA,34,6-2 7-6(4) 7-6(3),R128,152,3,3,109,83,61,19,16,5,6,6,3,122,83,55,20,16,10,13,25,1420,153,370
Roland Garros,2014-05-26,104259,28,NA,Philipp Kohlschreiber,R,178,GER,30.6,105137,NA,NA,Pere Riba,R,183,ESP,26.1,7-5 6-4 6-1,R128,107,5,1,85,61,44,15,14,1,2,3,5,94,48,32,20,15,7,13,24,1485,84,629
Roland Garros,2014-05-26,104797,NA,NA,Denis Istomin,R,188,UZB,27.7,104660,NA,NA,Sergiy Stakhovsky,R,193,UKR,28.3,6-3 6-4 2-6 6-3,R128,139,9,2,105,71,55,19,18,3,5,0,6,114,73,49,20,18,4,8,49,915,93,600
Roland Garros,2014-05-26,104594,NA,NA,Marinko Matosevic,R,194,AUS,28.7,104460,NA,NA,Dustin Brown,R,196,GER,29.4,7-6(5) 6-4 6-7(1) 7-5,R128,181,5,0,153,87,61,34,23,6,10,18,8,157,101,68,27,23,3,9,66,732,82,633
Roland Garros,2014-05-26,104918,7,NA,Andy Murray,R,190,GBR,27,104979,NA,NA,Andrey Golubev,R,185,KAZ,26.8,6-1 6-4 3-6 6-3,R128,155,5,3,127,65,40,33,18,5,10,2,5,104,58,33,23,17,5,13,8,4120,53,862
Roland Garros,2014-05-26,104607,6,NA,Tomas Berdych,R,196,CZE,28.6,105166,NA,Q,Peter Polansky,R,180,CAN,25.9,6-3 6-4 6-4,R128,118,15,4,93,56,45,20,15,5,6,2,4,86,53,31,20,14,2,6,6,4330,135,421
Roland Garros,2014-05-26,104873,NA,NA,Aleksandr Nedovyesov,R,193,KAZ,27.2,104500,NA,NA,Somdev Devvarman,R,180,IND,29.2,5-7 6-3 7-6(4) 6-3,R128,193,7,3,145,94,63,32,22,2,6,2,1,140,89,61,21,20,4,9,101,591,96,595
Roland Garros,2014-05-26,105332,NA,NA,Benoit Paire,R,196,FRA,25,104268,NA,NA,Alejandro Falla,L,185,COL,30.5,6-3 6-4 7-6(4),R128,98,9,4,98,45,37,27,16,3,6,0,1,94,54,35,18,15,3,8,61,760,70,713
Roland Garros,2014-05-26,105138,27,NA,Roberto Bautista Agut,R,183,ESP,26.1,103893,NA,Q,Paolo Lorenzi,R,183,ITA,32.4,6-3 7-5 6-2,R128,139,1,0,99,72,48,20,15,6,7,2,1,90,57,40,10,14,10,15,29,1330,88,615
Roland Garros,2014-05-26,103990,17,NA,Tommy Robredo,R,180,ESP,32,104868,NA,Q,James Ward,R,190,GBR,27.2,4-6 6-4 6-2 6-4,R128,173,3,3,115,72,51,24,19,7,10,1,4,137,92,57,22,19,10,16,19,1900,168,326
Roland Garros,2014-05-26,104932,NA,NA,Kenny De Schepper,L,203,FRA,26.9,103656,NA,NA,Albert Montanes,R,175,ESP,33.4,3-1 RET,R128,20,2,0,13,9,7,3,2,0,0,1,1,11,8,5,1,2,0,1,72,704,86,625
Roland Garros,2014-05-26,105062,NA,NA,Mikhail Kukushkin,R,183,KAZ,26.4,103917,NA,NA,Nicolas Mahut,R,190,FRA,32.3,6-3 6-7(4) 6-3 6-4,R128,196,6,3,156,100,65,24,21,13,19,7,8,121,64,42,20,19,10,19,54,859,40,1067
Roland Garros,2014-05-26,104545,10,NA,John Isner,R,206,USA,29,105732,NA,WC,Pierre Hugues Herbert,R,188,FRA,23.1,7-6(5) 7-6(4) 7-5,R128,153,23,3,110,67,56,28,18,2,2,11,3,110,54,44,35,18,0,1,11,2600,130,431
Roland Garros,2014-05-26,104022,15,NA,Mikhail Youzhny,R,183,RUS,31.9,105807,NA,NA,Pablo Carreno Busta,R,188,ESP,22.8,3-6 1-6 6-3 6-4 6-0,R128,179,8,5,146,91,59,23,21,8,15,5,2,121,79,53,13,20,6,14,16,2065,68,729
Roland Garros,2014-05-26,103285,NA,NA,Radek Stepanek,R,185,CZE,35.4,106032,NA,NA,Facundo Arguello,R,178,ARG,21.8,6-7(8) 3-6 6-4 6-3 6-2,R128,208,4,7,159,106,69,29,24,8,13,7,11,154,87,63,26,24,8,16,43,1040,114,512
Roland Garros,2014-05-26,105487,NA,Q,Facundo Bagnis,L,183,ARG,24.2,103898,NA,NA,Julien Benneteau,R,185,FRA,32.4,6-1 6-2 1-6 3-6 18-16,R128,267,5,1,197,127,89,38,33,13,19,16,7,185,112,80,37,32,9,16,143,398,45,1035
Roland Garros,2014-05-26,105208,18,NA,Ernests Gulbis,R,190,LAT,25.7,103997,NA,NA,Lukasz Kubot,R,190,POL,32,4-6 6-4 7-5 6-1,R128,162,11,6,117,63,50,32,20,5,8,9,10,104,55,40,23,19,3,9,17,2050,63,748
Roland Garros,2014-05-26,104098,31,NA,Dmitry Tursunov,R,185,RUS,31.4,103808,NA,Q,Potito Starace,R,188,ITA,32.8,6-1 7-5 6-2,R128,105,6,3,82,46,38,24,14,4,4,4,6,83,61,43,4,13,4,9,32,1155,176,304
Roland Garros,2014-05-26,105023,NA,NA,Sam Querrey,R,198,USA,26.6,103835,NA,NA,Filippo Volandri,R,183,ITA,32.7,7-6(3) 6-4 6-3,R128,116,24,3,109,71,59,17,15,10,10,1,2,106,80,53,15,16,6,9,67,730,99,592
Roland Garros,2014-05-26,106043,NA,Q,Diego Schwartzman,R,170,ARG,21.7,105671,NA,Q,Gastao Elias,R,178,POR,23.5,6-4 6-2 7-5,R128,144,0,3,97,67,38,16,15,4,10,6,4,112,67,29,22,15,15,25,109,533,178,294
Roland Garros,2014-05-26,103819,4,NA,Roger Federer,R,185,SUI,32.7,105041,NA,NA,Lukas Lacko,R,185,SVK,26.5,6-2 6-4 6-2,R128,84,7,1,61,44,39,13,13,0,0,3,5,91,57,32,18,13,6,11,4,5125,87,617
Roland Garros,2014-05-26,105683,8,NA,Milos Raonic,R,196,CAN,23.4,106401,NA,WC,Nick Kyrgios,R,193,AUS,19,6-3 7-6(1) 6-3,R128,120,27,8,107,63,57,17,16,6,8,4,6,93,52,34,22,14,6,10,9,2975,160,350
Roland Garros,2014-05-26,106210,NA,NA,Jiri Vesely,L,198,CZE,20.8,104586,NA,NA,Lukas Rosol,R,196,CZE,28.8,6-2 7-6(6) 7-5,R128,126,4,3,103,69,54,18,16,0,1,6,3,96,57,39,23,16,2,6,81,641,52,885
Roland Garros,2014-05-26,105292,NA,NA,Alejandro Gonzalez,R,190,COL,25.2,103188,NA,NA,Michael Russell,R,173,USA,36,6-2 6-4 6-7(6) 6-1,R128,157,10,2,117,78,55,24,19,1,3,0,2,114,74,45,18,18,4,11,77,675,98,593
Roland Garros,2014-05-26,104468,29,NA,Gilles Simon,R,183,FRA,29.4,105302,NA,Q,Ante Pavic,R,196,CRO,25.2,6-1 6-1 6-3,R128,94,6,2,67,36,31,16,11,2,2,5,5,78,45,28,9,12,2,9,30,1225,177,303
Roland Garros,2014-05-26,105238,20,NA,Alexandr Dolgopolov,R,180,UKR,25.5,105077,NA,NA,Albert Ramos,L,188,ESP,26.3,7-6(4) 6-4 6-1,R128,130,10,2,97,57,48,20,15,6,7,3,3,107,61,37,22,14,5,9,21,1645,115,511
Roland Garros,2014-05-26,104719,NA,NA,Marcel Granollers,R,190,ESP,28.1,104471,NA,NA,Ivan Dodig,R,183,CRO,29.3,2-2 RET,R128,11,1,0,11,10,9,1,2,0,0,0,2,14,5,4,5,2,0,0,39,1080,36,1100
Roland Garros,2014-05-26,104898,NA,NA,Robin Haase,R,190,NED,27.1,103786,NA,NA,Nikolay Davydenko,R,178,RUS,32.9,7-5 6-4 6-2,R128,120,10,1,97,61,46,22,15,4,4,3,4,93,61,36,17,15,2,6,50,910,92,610
Roland Garros,2014-05-26,105373,NA,NA,Martin Klizan,L,190,SVK,24.8,105453,9,NA,Kei Nishikori,R,178,JPN,24.4,7-6(4) 6-1 6-2,R128,117,3,3,95,50,37,26,14,3,5,1,10,84,42,28,16,13,4,10,59,795,10,2815
Roland Garros,2014-05-26,104542,13,NA,Jo-Wilfried Tsonga,R,188,FRA,29.1,104273,NA,NA,Edouard Roger Vasselin,R,188,FRA,30.4,7-6(4) 7-5 6-2,R128,141,9,3,91,59,49,18,16,0,2,7,1,118,72,46,22,16,10,15,14,2315,51,895
Roland Garros,2014-05-26,103781,NA,NA,Jurgen Melzer,L,183,AUT,33,105676,NA,NA,David Goffin,R,180,BEL,23.4,6-4 5-7 7-5 6-4,R128,207,3,7,145,86,55,27,22,11,19,10,15,172,106,60,32,22,9,19,56,835,105,548
Roland Garros,2014-05-26,103813,NA,NA,Jarkko Nieminen,L,185,FIN,32.8,104308,NA,NA,Michal Przysiezny,R,185,POL,30.2,6-7(7) 6-4 6-7(3) 6-3 6-4,R128,228,9,11,183,111,90,32,27,9,11,6,9,182,104,73,43,26,16,21,60,790,102,572
Roland Garros,2014-05-26,105668,22,NA,Jerzy Janowicz,R,203,POL,23.5,103607,NA,NA,Victor Estrella,R,173,DOM,33.8,6-1 6-4 6-7(6) 6-4,R128,143,15,13,118,69,57,23,20,2,4,3,5,110,73,45,21,19,5,11,23,1510,100,592
Roland Garros,2014-05-26,105227,25,NA,Marin Cilic,R,198,CRO,25.6,104665,NA,NA,Pablo Andujar,R,180,ESP,28.3,6-0 6-3 7-6(6),R128,131,16,1,91,59,47,18,14,8,9,3,2,106,77,44,12,13,8,13,26,1410,78,661
Roland Garros,2014-05-26,104735,NA,NA,Tobias Kamke,R,180,GER,28,105080,NA,Q,Miloslav Mecir Jr,R,190,SVK,26.3,7-5 7-6(2) 7-6(1),R128,151,7,2,122,84,62,24,18,3,4,6,0,123,75,53,23,18,4,6,106,547,211,233
Roland Garros,2014-05-26,104871,NA,NA,Jeremy Chardy,R,188,FRA,27.2,104593,NA,NA,Daniel Gimeno Traver,R,185,ESP,28.7,7-5 6-2 6-2,R128,97,10,3,74,49,39,16,14,2,3,1,3,83,49,30,15,14,2,8,42,1060,94,599
Roland Garros,2014-05-26,104925,2,NA,Novak Djokovic,R,188,SRB,27,105311,NA,NA,Joao Sousa,R,185,POR,25.1,6-1 6-2 6-4,R128,110,9,3,83,58,38,14,13,7,10,0,2,87,52,32,8,12,7,15,2,11850,44,1039
Roland Garros,2014-05-26,104745,1,NA,Rafael Nadal,L,185,ESP,27.9,106233,NA,NA,Dominic Thiem,R,185,AUT,20.7,6-2 6-2 6-3,R64,125,0,0,79,54,36,17,13,2,4,2,3,70,45,18,14,12,3,10,1,12500,57,812
Roland Garros,2014-05-26,104919,NA,NA,Leonardo Mayer,R,188,ARG,27,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,29,6-2 4-6 6-4 6-4,R64,168,7,9,120,71,47,30,19,9,12,4,2,113,71,46,21,19,5,11,65,733,58,798
Roland Garros,2014-05-26,106058,NA,NA,Jack Sock,R,185,USA,21.6,105449,NA,NA,Steve Johnson,R,188,USA,24.4,7-5 6-4 6-2,R64,107,8,0,78,46,36,23,15,3,4,8,1,97,58,38,17,15,5,10,75,678,64,748
Roland Garros,2014-05-26,105583,NA,NA,Dusan Lajovic,R,180,SRB,23.9,105132,NA,NA,Jurgen Zopp,R,190,EST,26.1,6-2 6-4 6-4,R64,95,8,1,74,40,31,23,14,6,8,2,3,81,52,31,12,14,2,8,83,632,335,133
Roland Garros,2014-05-26,103333,NA,NA,Ivo Karlovic,R,208,CRO,35.2,104890,NA,Q,Andreas Haider Maurer,R,190,AUT,27.1,7-5 6-3 6-4,R64,107,24,1,81,62,55,10,16,0,0,6,6,94,54,39,22,15,6,9,37,1097,104,553
Roland Garros,2014-05-26,104731,19,NA,Kevin Anderson,R,203,RSA,28,105678,NA,WC,Axel Michon,L,176,FRA,23.4,6-2 6-3 6-2,R64,125,7,1,74,54,40,9,13,2,4,2,5,90,55,33,10,12,11,18,20,1710,206,238
